MS4647A
!7/22/2011.3:43:55.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION: FULL.TWO.PORT.CAL.PORT.1.2
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       ,TRACE.1           ,TRACE.2           ,TRACE.3           ,TRACE.4           
!PARAMETER:   ,S11               ,S12               ,S21               ,S22               
!PORT:        ,PORT1             ,PORT2             ,PORT1             ,PORT2             
!GRAPH:       ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      ,LOGMAG.PHASE      
!SMOOTHING:   ,OFF               ,OFF               ,OFF               ,OFF               
!TIMEDOMAIN:  ,OFF               ,OFF               ,OFF               ,OFF               
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LOGMAG2,PHASE2.DEG,FREQ3.GHZ,LOGMAG3,PHASE3.DEG,FREQ4.GHZ,LOGMAG4,PHASE4.DEG
126,13.937500000,-3.165515E+001,96.4553100,13.937500000,-3.714479E-002,-5.6846370,13.937500000,-3.411936E-002,-5.6309710,13.937500000,-3.026946E+001,95.5475800
127,13.953000000,-3.058314E+001,94.8281900,13.953000000,-3.645088E-002,-5.7138750,13.953000000,-3.210254E-002,-5.6477600,13.953000000,-3.084212E+001,100.2652000
128,13.968500000,-2.986050E+001,92.0456000,13.968500000,-3.303884E-002,-5.6840680,13.968500000,-2.931153E-002,-5.6631810,13.968500000,-3.160791E+001,105.8658000
129,13.984000000,-2.952456E+001,87.6676900,13.984000000,-3.921175E-002,-5.7009020,13.984000000,-3.083377E-002,-5.6430770,13.984000000,-3.276514E+001,111.7913000
130,13.999500000,-2.949158E+001,84.2222400,13.999500000,-4.192654E-002,-5.6634520,13.999500000,-3.006528E-002,-5.6326820,13.999500000,-3.417278E+001,118.7158000
131,14.015000000,-2.956060E+001,81.7303400,14.015000000,-3.829266E-002,-5.6216860,14.015000000,-3.275324E-002,-5.6056960,14.015000000,-3.588113E+001,127.1111000
132,14.030500000,-2.991500E+001,79.5996800,14.030500000,-4.417622E-002,-5.6010670,14.030500000,-3.711842E-002,-5.5232280,14.030500000,-3.844037E+001,136.8402000
133,14.046000000,-3.024130E+001,78.4593400,14.046000000,-4.439328E-002,-5.5341530,14.046000000,-4.034737E-002,-5.5015640,14.046000000,-4.071100E+001,153.6553000
134,14.061500000,-3.043550E+001,77.3999600,14.061500000,-5.119339E-002,-5.4923770,14.061500000,-4.151595E-002,-5.4484010,14.061500000,-4.330111E+001,177.8454000
135,14.077000000,-3.044844E+001,76.7397100,14.077000000,-4.665392E-002,-5.4413410,14.077000000,-4.455176E-002,-5.4128050,14.077000000,-4.299379E+001,-146.9493000
136,14.092500000,-3.031212E+001,75.1781200,14.092500000,-4.503641E-002,-5.4067250,14.092500000,-4.021203E-002,-5.3737260,14.092500000,-4.076810E+001,-119.9416000
137,14.108000000,-3.026559E+001,71.7641600,14.108000000,-4.188681E-002,-5.3698230,14.108000000,-4.248644E-002,-5.3666880,14.108000000,-3.763411E+001,-104.7753000
138,14.123500000,-3.012972E+001,67.1097500,14.123500000,-3.951555E-002,-5.3362450,14.123500000,-3.301224E-002,-5.2973210,14.123500000,-3.435404E+001,-102.1215000
139,14.139000000,-3.004968E+001,60.8733900,14.139000000,-3.106163E-002,-5.4814440,14.139000000,-2.666086E-002,-5.4498030,14.139000000,-3.405708E+001,-95.7358700
140,14.154500000,-3.064071E+001,52.0195800,14.154500000,-3.324961E-002,-5.4504000,14.154500000,-3.118313E-002,-5.4141570,14.154500000,-3.209604E+001,-87.1803200
141,14.170000000,-3.159645E+001,42.5808200,14.170000000,-3.497860E-002,-5.4626770,14.170000000,-3.063851E-002,-5.4234670,14.170000000,-3.035655E+001,-81.3221800
142,14.185500000,-3.305870E+001,32.7499700,14.185500000,-3.938990E-002,-5.4377810,14.185500000,-3.222433E-002,-5.3770570,14.185500000,-2.901405E+001,-76.7656100
143,14.201000000,-3.477439E+001,22.6137900,14.201000000,-3.958425E-002,-5.3833780,14.201000000,-3.042501E-002,-5.3483230,14.201000000,-2.793198E+001,-71.7739800
144,14.216500000,-3.647185E+001,11.8405200,14.216500000,-4.046547E-002,-5.3462460,14.216500000,-3.667512E-002,-5.3312790,14.216500000,-2.697257E+001,-67.1731200
145,14.232000000,-3.799905E+001,-0.4766416,14.232000000,-4.419531E-002,-5.3004810,14.232000000,-3.805424E-002,-5.2771990,14.232000000,-2.625722E+001,-63.3376000
146,14.247500000,-3.845285E+001,-11.1081300,14.247500000,-3.939800E-002,-5.2477830,14.247500000,-3.077407E-002,-5.2313770,14.247500000,-2.561939E+001,-59.5598600
147,14.263000000,-3.833742E+001,-26.0364900,14.263000000,-4.441001E-002,-5.2204060,14.263000000,-3.679886E-002,-5.1903490,14.263000000,-2.515740E+001,-56.3947700
148,14.278500000,-3.714412E+001,-35.5303800,14.278500000,-3.599956E-002,-5.1691530,14.278500000,-3.247887E-002,-5.1623740,14.278500000,-2.472173E+001,-53.6758300
149,14.294000000,-3.574052E+001,-48.5233400,14.294000000,-4.063740E-002,-5.1557620,14.294000000,-3.246374E-002,-5.1240620,14.294000000,-2.443864E+001,-50.9882000
150,14.309500000,-3.374529E+001,-60.5560000,14.309500000,-3.467851E-002,-5.1675250,14.309500000,-2.956042E-002,-5.1148700,14.309500000,-2.416027E+001,-48.5540400
151,14.325000000,-3.173792E+001,-71.3281500,14.325000000,-3.270342E-002,-5.1735580,14.325000000,-3.011846E-002,-5.1334890,14.325000000,-2.393225E+001,-46.1418500
152,14.340500000,-3.009241E+001,-82.3384600,14.340500000,-3.451334E-002,-5.2035460,14.340500000,-2.832574E-002,-5.1340240,14.340500000,-2.370306E+001,-43.8151100
153,14.356000000,-2.892844E+001,-92.3178200,14.356000000,-3.556317E-002,-5.1487480,14.356000000,-2.729694E-002,-5.1554620,14.356000000,-2.353438E+001,-41.0918800
154,14.371500000,-2.791534E+001,-100.8130000,14.371500000,-3.485099E-002,-5.1969280,14.371500000,-3.221624E-002,-5.1700480,14.371500000,-2.344220E+001,-39.0453700
155,14.387000000,-2.730526E+001,-106.7282000,14.387000000,-3.027147E-002,-5.2161220,14.387000000,-3.218704E-002,-5.1934190,14.387000000,-2.341700E+001,-36.8685500
156,14.402500000,-2.694123E+001,-111.8996000,14.402500000,-3.735026E-002,-5.1993980,14.402500000,-3.567905E-002,-5.1362030,14.402500000,-2.351142E+001,-34.6654500
157,14.418000000,-2.689230E+001,-115.7733000,14.418000000,-4.251859E-002,-5.1152890,14.418000000,-3.544103E-002,-5.1043520,14.418000000,-2.362646E+001,-32.3151700
158,14.433500000,-2.669965E+001,-117.0673000,14.433500000,-3.199276E-002,-5.0958400,14.433500000,-3.339386E-002,-5.0536690,14.433500000,-2.383534E+001,-30.2361500
159,14.449000000,-2.632698E+001,-117.6561000,14.449000000,-2.344493E-002,-5.0537600,14.449000000,-2.394700E-002,-5.0385680,14.449000000,-2.410567E+001,-28.2212900
160,14.464500000,-2.577945E+001,-118.5769000,14.464500000,-2.556814E-002,-5.0536630,14.464500000,-1.625103E-002,-5.0153520,14.464500000,-2.442326E+001,-25.9610800
161,14.480000000,-2.501900E+001,-120.3719000,14.480000000,-1.983583E-002,-5.0529760,14.480000000,-1.618218E-002,-5.0434250,14.480000000,-2.470024E+001,-24.1458600
162,14.495500000,-2.429250E+001,-123.4409000,14.495500000,-1.917875E-002,-5.0825920,14.495500000,-1.298490E-002,-5.0344380,14.495500000,-2.507554E+001,-22.9858400
163,14.511000000,-2.376879E+001,-127.4602000,14.511000000,-2.165392E-002,-5.0271500,14.511000000,-1.596029E-002,-5.0098830,14.511000000,-2.554651E+001,-21.4021800
164,14.526500000,-2.335350E+001,-131.7017000,14.526500000,-2.135398E-002,-5.0115230,14.526500000,-1.421133E-002,-5.0193740,14.526500000,-2.605893E+001,-19.7291600
165,14.542000000,-2.312113E+001,-136.3152000,14.542000000,-2.064256E-002,-5.0196900,14.542000000,-1.398513E-002,-5.0033770,14.542000000,-2.666519E+001,-17.6600900
166,14.557500000,-2.321401E+001,-141.1629000,14.557500000,-2.186673E-002,-4.9833380,14.557500000,-1.198853E-002,-4.9657580,14.557500000,-2.742030E+001,-15.6346400
167,14.573000000,-2.353656E+001,-145.2832000,14.573000000,-1.884647E-002,-4.9569110,14.573000000,-1.247578E-002,-4.9629690,14.573000000,-2.840467E+001,-13.1253300
168,14.588500000,-2.392573E+001,-148.0035000,14.588500000,-1.108401E-002,-4.9771290,14.588500000,-8.526661E-003,-4.9343340,14.588500000,-2.954922E+001,-10.1464600
169,14.604000000,-2.430939E+001,-148.9534000,14.604000000,-6.326218E-003,-4.9498310,14.604000000,-5.058215E-003,-4.9190350,14.604000000,-3.105701E+001,-7.3790220
170,14.619500000,-2.461668E+001,-149.7270000,14.619500000,-1.028242E-002,-4.9213860,14.619500000,-1.420595E-003,-4.8710630,14.619500000,-3.284171E+001,-4.5915250
171,14.635000000,-2.466521E+001,-149.8183000,14.635000000,-4.771074E-003,-4.9051070,14.635000000,-3.834628E-003,-4.8586000,14.635000000,-3.545261E+001,-2.7676050
172,14.650500000,-2.462824E+001,-150.1914000,14.650500000,-1.998857E-003,-4.8844990,14.650500000,1.087197E-004,-4.8335480,14.650500000,-3.897426E+001,-1.2865430
173,14.666000000,-2.461913E+001,-152.0035000,14.666000000,4.742825E-003,-4.8113270,14.666000000,4.633704E-003,-4.7630310,14.666000000,-4.534788E+001,1.7188940
174,14.681500000,-2.457299E+001,-154.4581000,14.681500000,7.941797E-003,-4.7720330,14.681500000,1.136769E-002,-4.7414280,14.681500000,-6.269613E+001,70.6150400
175,14.697000000,-2.474193E+001,-158.7970000,14.697000000,1.203530E-002,-4.8204440,14.697000000,1.976188E-002,-4.7532190,14.697000000,-4.707478E+001,-177.5158000
176,14.712500000,-2.510963E+001,-164.5976000,14.712500000,1.223148E-002,-4.7374140,14.712500000,2.064513E-002,-4.7654620,14.712500000,-4.084960E+001,-172.9362000
177,14.728000000,-2.569064E+001,-171.4155000,14.728000000,1.551626E-002,-4.7702090,14.728000000,1.997163E-002,-4.7553440,14.728000000,-3.739030E+001,-171.7064000
178,14.743500000,-2.656887E+001,-178.9209000,14.743500000,1.179625E-002,-4.8013090,14.743500000,1.803299E-002,-4.7880310,14.743500000,-3.511195E+001,-171.0219000
179,14.759000000,-2.772786E+001,174.1549000,14.759000000,1.459223E-002,-4.8052730,14.759000000,1.907071E-002,-4.8011140,14.759000000,-3.317992E+001,-169.0271000
180,14.774500000,-2.908653E+001,166.7371000,14.774500000,1.025219E-002,-4.7762800,14.774500000,1.291238E-002,-4.7635500,14.774500000,-3.145738E+001,-167.6853000
181,14.790000000,-3.063421E+001,162.8080000,14.790000000,9.003120E-003,-4.7087460,14.790000000,1.186905E-002,-4.7137830,14.790000000,-3.018553E+001,-166.6411000
182,14.805500000,-3.190115E+001,159.4532000,14.805500000,3.867195E-003,-4.7026990,14.805500000,1.339034E-002,-4.6846520,14.805500000,-2.905833E+001,-165.4818000
183,14.821000000,-3.297451E+001,155.7581000,14.821000000,1.013236E-002,-4.6595550,14.821000000,1.957273E-002,-4.6623390,14.821000000,-2.815646E+001,-163.4578000
184,14.836500000,-3.357566E+001,148.6932000,14.836500000,1.824901E-002,-4.5986510,14.836500000,2.445281E-002,-4.6044340,14.836500000,-2.741428E+001,-161.8739000
185,14.852000000,-3.365993E+001,137.3564000,14.852000000,2.281643E-002,-4.6251830,14.852000000,3.133914E-002,-4.6196180,14.852000000,-2.685914E+001,-160.5579000
186,14.867500000,-3.338105E+001,123.0650000,14.867500000,3.024676E-002,-4.6646650,14.867500000,3.452578E-002,-4.5992460,14.867500000,-2.645835E+001,-158.4460000
187,14.883000000,-3.248254E+001,107.8259000,14.883000000,3.118905E-002,-4.6601000,14.883000000,3.216146E-002,-4.6365550,14.883000000,-2.629107E+001,-156.1705000
188,14.898500000,-3.123743E+001,92.2769900,14.898500000,3.143629E-002,-4.6276540,14.898500000,3.396282E-002,-4.6048180,14.898500000,-2.620254E+001,-154.8180000
189,14.914000000,-3.023282E+001,79.0307700,14.914000000,3.179143E-002,-4.6803190,14.914000000,3.931162E-002,-4.6388440,14.914000000,-2.625056E+001,-152.9177000
190,14.929500000,-2.925224E+001,67.1575300,14.929500000,2.580810E-002,-4.6658020,14.929500000,3.656540E-002,-4.6623870,14.929500000,-2.645095E+001,-150.7108000
191,14.945000000,-2.861196E+001,57.0180300,14.945000000,3.355082E-002,-4.7279340,14.945000000,3.304014E-002,-4.6617940,14.945000000,-2.662366E+001,-149.2841000
192,14.960500000,-2.822659E+001,46.9192300,14.960500000,2.730702E-002,-4.7306110,14.960500000,3.446826E-002,-4.6975070,14.960500000,-2.677367E+001,-147.4763000
193,14.976000000,-2.806739E+001,38.7997700,14.976000000,2.204642E-002,-4.7369310,14.976000000,3.420527E-002,-4.7030540,14.976000000,-2.696841E+001,-145.2585000
194,14.991500000,-2.807957E+001,33.4467200,14.991500000,2.415266E-002,-4.7490220,14.991500000,2.791303E-002,-4.6976190,14.991500000,-2.704223E+001,-142.7190000
195,15.007000000,-2.809753E+001,30.9630100,15.007000000,2.026176E-002,-4.7137430,15.007000000,3.014702E-002,-4.6935180,15.007000000,-2.717595E+001,-140.3552000
196,15.022500000,-2.775347E+001,30.2560400,15.022500000,2.061215E-002,-4.7273420,15.022500000,2.837237E-002,-4.6972330,15.022500000,-2.743098E+001,-137.8742000
197,15.038000000,-2.721279E+001,30.2937600,15.038000000,2.855444E-002,-4.6814690,15.038000000,3.341930E-002,-4.6728900,15.038000000,-2.775498E+001,-135.4473000
198,15.053500000,-2.644678E+001,29.6907700,15.053500000,3.083077E-002,-4.6805640,15.053500000,4.136028E-002,-4.6552160,15.053500000,-2.818583E+001,-132.5154000
199,15.069000000,-2.578701E+001,27.6462100,15.069000000,4.555357E-002,-4.6831520,15.069000000,4.567857E-002,-4.6510640,15.069000000,-2.886617E+001,-130.2780000
200,15.084500000,-2.521719E+001,24.2630100,15.084500000,4.963328E-002,-4.6809540,15.084500000,5.314050E-002,-4.6461180,15.084500000,-2.986477E+001,-127.8833000
201,15.100000000,-2.482350E+001,20.7690200,15.100000000,5.151644E-002,-4.7475430,15.100000000,5.269452E-002,-4.6914060,15.100000000,-3.103715E+001,-125.5637000
202,15.115500000,-2.460663E+001,16.1826900,15.115500000,4.410347E-002,-4.7481120,15.115500000,4.945721E-002,-4.7271020,15.115500000,-3.270324E+001,-124.8299000
203,15.131000000,-2.465630E+001,11.4833700,15.131000000,4.520671E-002,-4.7047630,15.131000000,4.391897E-002,-4.7126540,15.131000000,-3.484121E+001,-123.8321000
204,15.146500000,-2.483483E+001,8.0098880,15.146500000,4.122643E-002,-4.7240200,15.146500000,4.282719E-002,-4.6871710,15.146500000,-3.755659E+001,-126.0491000
205,15.162000000,-2.519876E+001,5.0208120,15.162000000,3.158483E-002,-4.6845850,15.162000000,3.832850E-002,-4.6504690,15.162000000,-4.129790E+001,-130.1689000
206,15.177500000,-2.566885E+001,4.0861600,15.177500000,2.836053E-002,-4.6398450,15.177500000,3.557498E-002,-4.6306050,15.177500000,-4.801173E+001,-149.7484000
207,15.193000000,-2.610290E+001,5.3485010,15.193000000,2.593058E-002,-4.5833040,15.193000000,3.194253E-002,-4.5775910,15.193000000,-5.213105E+001,129.4338000
208,15.208500000,-2.639329E+001,6.9637730,15.208500000,2.928267E-002,-4.6045060,15.208500000,3.259774E-002,-4.5139070,15.208500000,-4.591422E+001,86.1054200
209,15.224000000,-2.651535E+001,8.7804870,15.224000000,3.001848E-002,-4.5283050,15.224000000,3.598627E-002,-4.5133250,15.224000000,-4.176261E+001,73.8701900
210,15.239500000,-2.633479E+001,8.5670530,15.239500000,3.423147E-002,-4.5083060,15.239500000,4.208687E-002,-4.5025200,15.239500000,-3.837009E+001,67.9825700
211,15.255000000,-2.629716E+001,6.4703730,15.255000000,3.691602E-002,-4.4913980,15.255000000,4.145822E-002,-4.4744480,15.255000000,-3.630788E+001,67.8394200
212,15.270500000,-2.649210E+001,2.9778230,15.270500000,3.609153E-002,-4.5012190,15.270500000,4.531226E-002,-4.4804710,15.270500000,-3.461284E+001,67.4002300
213,15.286000000,-2.689083E+001,-0.6167367,15.286000000,4.425977E-002,-4.4877260,15.286000000,4.404351E-002,-4.4893630,15.286000000,-3.317241E+001,69.0905600
214,15.301500000,-2.751925E+001,-4.7563190,15.301500000,4.549875E-002,-4.5274220,15.301500000,4.710356E-002,-4.4995090,15.301500000,-3.201526E+001,71.0179400
215,15.317000000,-2.839198E+001,-7.7232920,15.317000000,4.507555E-002,-4.4987110,15.317000000,4.712610E-002,-4.4846400,15.317000000,-3.113091E+001,73.3594900
216,15.332500000,-2.950953E+001,-9.7125730,15.332500000,4.552949E-002,-4.5225650,15.332500000,4.702060E-002,-4.4897510,15.332500000,-3.045542E+001,76.1285200
217,15.348000000,-3.083608E+001,-8.9561410,15.348000000,4.456212E-002,-4.5576850,15.348000000,4.694275E-002,-4.4891940,15.348000000,-2.982157E+001,78.9592400
218,15.363500000,-3.213062E+001,-5.7080190,15.363500000,4.011910E-002,-4.5020380,15.363500000,4.221402E-002,-4.5016530,15.363500000,-2.938017E+001,80.6709400
219,15.379000000,-3.314682E+001,-1.4166440,15.379000000,3.511949E-002,-4.5437340,15.379000000,3.959481E-002,-4.5156040,15.379000000,-2.909434E+001,82.7922100
220,15.394500000,-3.375751E+001,3.9572110,15.394500000,2.419334E-002,-4.5000930,15.394500000,3.321226E-002,-4.4785850,15.394500000,-2.885769E+001,83.8027600
221,15.410000000,-3.428231E+001,6.9372320,15.410000000,2.691189E-002,-4.4828550,15.410000000,2.888823E-002,-4.4359250,15.410000000,-2.859152E+001,84.3016500
222,15.425500000,-3.480966E+001,6.1107100,15.425500000,2.629184E-002,-4.4119810,15.425500000,3.279659E-002,-4.4171650,15.425500000,-2.833054E+001,84.9009100
223,15.441000000,-3.615572E+001,3.9617230,15.441000000,3.388268E-002,-4.3906580,15.441000000,3.530179E-002,-4.4103780,15.441000000,-2.820938E+001,85.3696100
224,15.456500000,-3.791677E+001,2.7817440,15.456500000,3.859431E-002,-4.4651110,15.456500000,4.417829E-002,-4.3893110,15.456500000,-2.821558E+001,86.0262200
225,15.472000000,-4.063726E+001,7.4448310,15.472000000,4.455290E-002,-4.4877930,15.472000000,4.613296E-002,-4.4516240,15.472000000,-2.825756E+001,87.1220100
226,15.487500000,-4.380831E+001,24.3069300,15.487500000,4.477580E-002,-4.5001010,15.487500000,5.007907E-002,-4.4961900,15.487500000,-2.850665E+001,87.9473000
227,15.503000000,-4.526268E+001,58.1511800,15.503000000,4.986258E-002,-4.5339140,15.503000000,5.047927E-002,-4.5281550,15.503000000,-2.888473E+001,89.3091000
228,15.518500000,-4.329776E+001,83.0402600,15.518500000,4.382979E-002,-4.5733290,15.518500000,4.865813E-002,-4.5668730,15.518500000,-2.941405E+001,90.5760600
229,15.534000000,-4.090086E+001,94.0830900,15.534000000,4.856239E-002,-4.6151520,15.534000000,5.128773E-002,-4.5673930,15.534000000,-3.014691E+001,92.0201000
230,15.549500000,-4.001699E+001,97.3192400,15.549500000,4.199150E-002,-4.6405870,15.549500000,5.012922E-002,-4.5904380,15.549500000,-3.105595E+001,93.1287800
231,15.565000000,-3.981224E+001,97.9469400,15.565000000,4.010986E-002,-4.6267770,15.565000000,4.665030E-002,-4.5772210,15.565000000,-3.217988E+001,93.5970200
232,15.580500000,-4.031424E+001,100.1356000,15.580500000,4.500279E-002,-4.6281390,15.580500000,3.976309E-002,-4.6037790,15.580500000,-3.346858E+001,93.5368700
233,15.596000000,-4.111528E+001,107.3084000,15.596000000,3.447699E-002,-4.6213310,15.596000000,4.004728E-002,-4.5594250,15.596000000,-3.493078E+001,93.2835900
234,15.611500000,-4.117108E+001,119.1048000,15.611500000,4.181460E-002,-4.5636200,15.611500000,4.027400E-002,-4.5176090,15.611500000,-3.652875E+001,91.1344100
235,15.627000000,-4.033855E+001,126.7206000,15.627000000,4.290254E-002,-4.5327520,15.627000000,4.362272E-002,-4.5258260,15.627000000,-3.889339E+001,87.6988800
236,15.642500000,-3.900422E+001,130.0946000,15.642500000,4.081512E-002,-4.5199540,15.642500000,4.719011E-002,-4.5048530,15.642500000,-4.193467E+001,79.3717300
237,15.658000000,-3.805900E+001,129.3153000,15.658000000,4.449346E-002,-4.5445410,15.658000000,4.956982E-002,-4.5056860,15.658000000,-4.592904E+001,59.6695800
238,15.673500000,-3.770448E+001,125.1627000,15.673500000,5.100939E-002,-4.5353260,15.673500000,5.532425E-002,-4.5119920,15.673500000,-4.816016E+001,7.7479270
239,15.689000000,-3.811279E+001,122.1256000,15.689000000,5.890757E-002,-4.5709790,15.689000000,5.626520E-002,-4.5585650,15.689000000,-4.429282E+001,-30.9427200
240,15.704500000,-3.977753E+001,123.9007000,15.704500000,5.217841E-002,-4.6067500,15.704500000,5.512335E-002,-4.5792350,15.704500000,-4.028105E+001,-47.0982200
241,15.720000000,-4.242588E+001,135.6272000,15.720000000,4.711125E-002,-4.6397150,15.720000000,5.179679E-002,-4.6175880,15.720000000,-3.740107E+001,-52.8944300
242,15.735500000,-4.523632E+001,165.6699000,15.735500000,4.434792E-002,-4.6806720,15.735500000,4.943725E-002,-4.6005500,15.735500000,-3.525875E+001,-55.5066000
243,15.751000000,-4.322437E+001,-156.6761000,15.751000000,3.963688E-002,-4.6357670,15.751000000,4.564579E-002,-4.6135690,15.751000000,-3.364007E+001,-56.7445800
244,15.766500000,-3.991965E+001,-143.6974000,15.766500000,3.123737E-002,-4.6069060,15.766500000,3.826127E-002,-4.5856010,15.766500000,-3.229772E+001,-58.0515000
245,15.782000000,-3.778794E+001,-139.2486000,15.782000000,2.775870E-002,-4.6155190,15.782000000,3.443384E-002,-4.5894100,15.782000000,-3.113289E+001,-58.2615800
246,15.797500000,-3.692241E+001,-139.4042000,15.797500000,3.228325E-002,-4.5823120,15.797500000,2.974803E-002,-4.5471490,15.797500000,-3.016106E+001,-57.6578200
247,15.813000000,-3.660577E+001,-139.8397000,15.813000000,2.406874E-002,-4.5278330,15.813000000,2.726278E-002,-4.5198770,15.813000000,-2.936295E+001,-57.4572300
248,15.828500000,-3.690086E+001,-133.1158000,15.828500000,2.670659E-002,-4.5498380,15.828500000,2.958349E-002,-4.5276270,15.828500000,-2.846777E+001,-56.6540600
249,15.844000000,-3.632604E+001,-121.1972000,15.844000000,2.879257E-002,-4.5664820,15.844000000,3.210904E-002,-4.5401780,15.844000000,-2.762433E+001,-55.3033900
250,15.859500000,-3.464627E+001,-110.8528000,15.859500000,3.277758E-002,-4.5707810,15.859500000,3.554673E-002,-4.5217950,15.859500000,-2.686788E+001,-53.7658900
251,15.875000000,-3.219967E+001,-106.3982000,15.875000000,3.118340E-002,-4.5267980,15.875000000,3.801186E-002,-4.5426550,15.875000000,-2.620064E+001,-52.0166100
252,15.890500000,-2.999815E+001,-106.7625000,15.890500000,3.191838E-002,-4.5810740,15.890500000,3.381950E-002,-4.5569910,15.890500000,-2.559033E+001,-50.4080600
253,15.906000000,-2.827544E+001,-109.0874000,15.906000000,3.306172E-002,-4.5746540,15.906000000,3.714445E-002,-4.5698500,15.906000000,-2.514925E+001,-48.4066100
254,15.921500000,-2.696263E+001,-113.0246000,15.921500000,2.828904E-002,-4.6407680,15.921500000,3.042310E-002,-4.5877500,15.921500000,-2.483769E+001,-46.5229700
255,15.937000000,-2.620578E+001,-116.6495000,15.937000000,2.528466E-002,-4.6130020,15.937000000,2.749428E-002,-4.5971910,15.937000000,-2.458973E+001,-44.9225100
256,15.952500000,-2.577680E+001,-120.4032000,15.952500000,1.869957E-002,-4.6095870,15.952500000,2.124640E-002,-4.5875230,15.952500000,-2.447663E+001,-43.0762400
257,15.968000000,-2.561535E+001,-122.9724000,15.968000000,1.638541E-002,-4.6203120,15.968000000,1.418407E-002,-4.6193690,15.968000000,-2.442332E+001,-41.8349900
258,15.983500000,-2.566891E+001,-123.8385000,15.983500000,9.365791E-003,-4.6317590,15.983500000,1.451948E-002,-4.5887170,15.983500000,-2.454884E+001,-40.0384600
259,15.999000000,-2.558267E+001,-122.5113000,15.999000000,1.157578E-002,-4.6005630,15.999000000,1.172500E-002,-4.5714210,15.999000000,-2.468323E+001,-39.1125800
260,16.014500000,-2.530691E+001,-120.0195000,16.014500000,7.704592E-003,-4.5717380,16.014500000,1.651281E-002,-4.5463600,16.014500000,-2.485332E+001,-36.7686700
261,16.030000000,-2.459518E+001,-118.1328000,16.030000000,1.291341E-002,-4.5151080,16.030000000,1.663917E-002,-4.5029790,16.030000000,-2.499016E+001,-33.8627200
262,16.045500000,-2.354361E+001,-117.9766000,16.045500000,2.209536E-002,-4.5518950,16.045500000,2.665770E-002,-4.5121030,16.045500000,-2.510820E+001,-31.0649800
263,16.061000000,-2.264813E+001,-120.8650000,16.061000000,3.176522E-002,-4.5831270,16.061000000,3.277398E-002,-4.5405060,16.061000000,-2.514146E+001,-26.7061300
264,16.076500000,-2.208324E+001,-125.6840000,16.076500000,3.064571E-002,-4.5970220,16.076500000,3.232950E-002,-4.5804250,16.076500000,-2.525440E+001,-22.7995500
265,16.092000000,-2.174750E+001,-131.5816000,16.092000000,2.707602E-002,-4.6382390,16.092000000,2.690262E-002,-4.6126860,16.092000000,-2.534553E+001,-18.2658900
266,16.107500000,-2.185291E+001,-137.4192000,16.107500000,2.505046E-002,-4.6121590,16.107500000,2.557341E-002,-4.5843730,16.107500000,-2.564209E+001,-12.6688500
267,16.123000000,-2.212438E+001,-143.0878000,16.123000000,2.353531E-002,-4.6087490,16.123000000,3.024368E-002,-4.6036760,16.123000000,-2.587864E+001,-7.6075030
268,16.138500000,-2.258844E+001,-147.4515000,16.138500000,2.716759E-002,-4.6038320,16.138500000,3.193945E-002,-4.5817190,16.138500000,-2.636555E+001,-0.5781116
269,16.154000000,-2.299312E+001,-150.9464000,16.154000000,2.652083E-002,-4.6115800,16.154000000,3.557703E-002,-4.6101090,16.154000000,-2.674097E+001,5.4958410
270,16.169500000,-2.362210E+001,-153.1917000,16.169500000,3.275240E-002,-4.6583790,16.169500000,3.361093E-002,-4.6005010,16.169500000,-2.745087E+001,11.7379800
271,16.185000000,-2.395990E+001,-151.8893000,16.185000000,3.233978E-002,-4.6381780,16.185000000,3.977694E-002,-4.6037350,16.185000000,-2.830128E+001,19.5082800
272,16.200500000,-2.388389E+001,-150.1955000,16.200500000,3.363302E-002,-4.6159340,16.200500000,4.116181E-002,-4.6353340,16.200500000,-2.917411E+001,29.0359100
273,16.216000000,-2.341752E+001,-149.7132000,16.216000000,4.352380E-002,-4.6746750,16.216000000,4.159770E-002,-4.6188680,16.216000000,-2.966625E+001,39.1745200
274,16.231500000,-2.278183E+001,-152.7151000,16.231500000,3.466702E-002,-4.6336980,16.231500000,4.181819E-002,-4.6192060,16.231500000,-3.036003E+001,51.1291000
275,16.247000000,-2.220673E+001,-158.7477000,16.247000000,4.164283E-002,-4.6085260,16.247000000,4.477836E-002,-4.5707740,16.247000000,-3.021248E+001,62.3000200
276,16.262500000,-2.173335E+001,-167.0601000,16.262500000,4.724132E-002,-4.5950450,16.262500000,4.523285E-002,-4.5820670,16.262500000,-2.947635E+001,73.2980000
277,16.278000000,-2.162184E+001,-176.7648000,16.278000000,4.879328E-002,-4.6209470,16.278000000,5.348059E-002,-4.5945910,16.278000000,-2.825188E+001,82.6532500
278,16.293500000,-2.172219E+001,172.2213000,16.293500000,4.065613E-002,-4.6650080,16.293500000,5.187199E-002,-4.6440480,16.293500000,-2.705186E+001,88.9477200
